Fr,Idx,X,Y,Z,Intensity,R,Altitude,Azimuth,Label,GT,Target Reflectivity
1,2664,7.48509407,6.5642519,-0.82708019,1.279999971,9.989999771,-4.748999801,41.2500025,Target 1-1,10,3.00%
1,2667,7.461219788,6.543314934,-0.719540417,1.279999971,9.950000763,-4.146999468,41.25000345,Target 1-1,10,3.00%
1,2670,7.44397974,6.528195858,-0.613377929,1.319999933,9.920000076,-3.544999778,41.25000363,Target 1-1,10,3.00%
1,2672,7.418383121,6.505748272,-0.507177413,1.360000014,9.880000114,-2.942500332,41.25000385,Target 1-1,10,3.00%
1,2677,7.441770554,6.513668537,0.06524726,1.24000001,9.88999939,0.378000005,41.19516533,Target 1-1,10,3.00%
1,2684,7.499263287,6.56399107,0.275595635,1.159999967,9.969999313,1.583999983,41.19516541,Target 1-1,10,3.00%
1,2687,7.496668339,6.561719894,0.380379021,1.199999928,9.969999313,2.186499908,41.19516602,Target 1-1,10,3.00%
1,2690,7.487858772,6.547683239,0.511284113,1.24000001,9.960000038,2.942500354,41.16774779,Target 1-1,10,3.00%
1,2692,7.603612423,6.64890337,0.625744402,2.799999952,10.11999989,3.544999928,41.16774996,Target 1-1,10,3.00%
1,2694,7.643292427,6.683600903,0.736172974,2.799999952,10.17999935,4.146999651,41.16774889,Target 1-1,10,3.00%
1,2696,7.607039928,6.651900291,0.839498818,2.799999952,10.13999939,4.748999968,41.16774899,Target 1-1,10,3.00%
1,2698,7.483580589,6.505377293,-0.823768616,1.279999971,9.950000763,-4.748999922,40.99999972,Target 1-1,10,3.00%
1,2699,7.497226715,6.517239571,-0.720263541,1.319999933,9.960000038,-4.146999489,40.9999992,Target 1-1,10,3.00%
1,2700,7.502524853,6.521845341,-0.615851223,1.319999933,9.960000992,-3.544999567,40.99999994,Target 1-1,10,3.00%
1,2702,7.484385014,6.506076336,-0.509744048,1.279999971,9.929999352,-2.942500184,40.9999987,Target 1-1,10,3.00%
1,2711,7.482530117,6.491902351,0.273937106,1.360000014,9.909999847,1.583999998,40.9451662,Target 1-1,10,3.00%
1,2714,7.510132313,6.515850067,0.379615992,1.279999971,9.949999809,2.186499954,40.94516547,Target 1-1,10,3.00%
1,2717,7.516356945,6.514949322,0.511284113,1.24000001,9.960000038,2.94250033,40.91774934,Target 1-1,10,3.00%
1,2719,7.511879921,6.511068344,0.615851223,1.360000014,9.960001945,3.544999476,40.91774746,Target 1-1,10,3.00%
1,2721,7.536721706,6.53260088,0.723156214,1.319999933,10,4.146999692,40.91774935,Target 1-1,10,3.00%
1,2723,7.530564785,6.527263641,0.827908158,1.319999933,10,4.748999892,40.91774671,Target 1-1,10,3.00%
1,2725,7.519443512,6.479167461,-0.824596524,1.319999933,9.960000038,-4.749000059,40.75000179,Target 1-1,10,3.00%
1,2727,7.518036366,6.477954865,-0.719540417,1.279999971,9.950000763,-4.14699949,40.75000126,Target 1-1,10,3.00%
1,2728,7.500665188,6.462986946,-0.613377929,1.319999933,9.92000103,-3.544999724,40.75000147,Target 1-1,10,3.00%
1,2730,7.512701511,6.473358154,-0.509744048,1.279999971,9.929999352,-2.942500162,40.75000168,Target 1-1,10,3.00%
1,2741,7.515762806,6.463472366,0.378471434,1.319999933,9.920000076,2.186499934,40.69516447,Target 1-1,10,3.00%
1,2744,7.559862137,6.495107174,0.512310743,1.279999971,9.979999542,2.942500113,40.6677486,Target 1-1,10,3.00%
1,2746,7.540217876,6.478229523,0.615851223,1.360000014,9.960000992,3.544999611,40.66774794,Target 1-1,10,3.00%
1,2748,7.550023079,6.486653328,0.721709847,1.399999976,9.979999542,4.146999758,40.66774619,Target 1-1,10,3.00%
1,2750,7.558973312,6.494343281,0.827908158,1.319999933,10,4.748999997,40.66774749,Target 1-1,10,3.00%
1,2752,7.524908543,6.426878929,-0.822112739,1.360000014,9.929999352,-4.748999961,40.49999948,Target 1-1,10,3.00%
1,2754,7.523477554,6.425656796,-0.717370927,1.319999933,9.920000076,-4.146999526,40.49999969,Target 1-1,10,3.00%
1,2755,7.528793812,6.430197239,-0.613377929,1.319999933,9.920000076,-3.544999828,40.49999938,Target 1-1,10,3.00%
1,2756,7.525687218,6.427544117,-0.508717418,1.319999933,9.909999847,-2.94250048,40.50000008,Target 1-1,10,3.00%
1,2769,7.57292366,6.449108601,0.511284113,1.24000001,9.960000038,2.942500507,40.41774549,Target 1-1,10,3.00%
1,2771,7.545615673,6.425853252,0.613996208,1.399999976,9.929999352,3.544999709,40.41774618,Target 1-1,10,3.00%
1,2773,7.570661545,6.447182178,0.720986664,1.360000014,9.969999313,4.146999373,40.41774547,Target 1-1,10,3.00%
1,2775,7.587238312,6.461298943,0.827908158,1.319999933,10,4.749000067,40.41774536,Target 1-1,10,3.00%
1,2777,7.545273781,6.387546062,-0.82128489,1.319999933,9.920000076,-4.748999837,40.25000136,Target 1-1,10,3.00%
1,2778,7.5514431,6.39276886,-0.717370927,1.319999933,9.920000076,-4.146999382,40.25000173,Target 1-1,10,3.00%
1,2779,7.556779385,6.397285938,-0.613377929,1.319999933,9.92000103,-3.544999661,40.24999987,Target 1-1,10,3.00%
1,2781,7.55366087,6.394646168,-0.508717418,1.319999933,9.909999847,-2.94250047,40.25000096,Target 1-1,10,3.00%
1,2796,7.585728168,6.403120995,0.510257423,1.279999971,9.93999958,2.942500316,40.16774631,Target 1-1,10,3.00%
1,2798,7.573581696,6.392868519,0.613996208,1.399999976,9.929999352,3.544999679,40.16774796,Target 1-1,10,3.00%
1,2800,7.598720551,6.414087772,0.720986664,1.360000014,9.969999313,4.146999338,40.16774584,Target 1-1,10,3.00%
1,2802,7.592512131,6.408847332,0.825424373,1.360000014,9.969999313,4.748999986,40.16774626,Target 1-1,10,3.00%
1,2804,7.57307291,6.354562759,-0.82128489,1.319999933,9.920000076,-4.748999836,40.00000033,Target 1-1,10,3.00%
1,2807,7.579265118,6.359758854,-0.717370927,1.319999933,9.920000076,-4.146999259,40.00000128,Target 1-1,10,3.00%
1,2809,7.500515938,6.293680668,-0.606576324,1.480000019,9.809999466,-3.544999892,40.00000229,Target 1-1,10,3.00%
1,2810,7.558540344,6.342368603,-0.507177413,1.360000014,9.880000114,-2.942500288,40.00000084,Target 1-1,10,3.00%
1,2824,7.628913403,6.382778645,0.511284113,1.24000001,9.960000038,2.942500382,39.91775091,Target 1-1,10,3.00%
1,2826,7.601403713,6.359762192,0.613996208,1.399999976,9.930000305,3.544999572,39.91774959,Target 1-1,10,3.00%
1,2828,7.626634598,6.380871773,0.720986664,1.360000014,9.969999313,4.146999256,39.9177496,Target 1-1,10,3.00%
1,2830,7.628046989,6.382053375,0.826252282,1.399999976,9.980000496,4.748999775,39.91774923,Target 1-1,10,3.00%
1,2832,7.623713017,6.340575218,-0.823768616,1.279999971,9.949999809,-4.749000352,39.75000014,Target 1-1,10,3.00%
1,2833,7.606942177,6.326627254,-0.717370927,1.319999933,9.920000076,-4.146999485,39.75000101,Target 1-1,10,3.00%
1,2834,7.581622601,6.305568695,-0.610904634,1.319999933,9.880000114,-3.544999899,39.74999883,Target 1-1,10,3.00%
1,2853,7.656691074,6.349430084,0.511284113,1.24000001,9.960000038,2.942500416,39.66774778,Target 1-1,10,3.00%
1,2855,7.621398449,6.32016325,0.613377929,1.360000014,9.920000076,3.544999737,39.66774833,Target 1-1,10,3.00%
1,2857,7.646726608,6.341166973,0.720263541,1.319999933,9.960000038,4.146999356,39.66774812,Target 1-1,10,3.00%
1,2859,7.66349268,6.355070591,0.82708019,1.279999971,9.989999771,4.748999657,39.66774853,Target 1-1,10,3.00%
1,2861,7.628237724,6.288234234,-0.82128489,1.319999933,9.920000076,-4.748999851,39.50000142,Target 1-1,10,3.00%
1,2862,7.634474754,6.293375492,-0.717370927,1.319999933,9.920000076,-4.146999524,39.50000074,Target 1-1,10,3.00%
1,2863,7.562853813,6.234335899,-0.607194662,1.399999976,9.819999695,-3.54500003,39.50000144,Target 1-1,10,3.00%
1,2880,7.668892384,6.303278923,0.510257423,1.279999971,9.93999958,2.942500238,39.41774963,Target 1-1,10,3.00%
1,2882,7.656612873,6.293186188,0.613996208,1.399999976,9.930000305,3.54499958,39.41775027,Target 1-1,10,3.00%
1,2884,7.674322128,6.307741642,0.720263541,1.319999933,9.960000038,4.146999391,39.41774901,Target 1-1,10,3.00%
1,2886,7.668052673,6.302588463,0.824596524,1.319999933,9.960000992,4.748999786,39.4177484,Target 1-1,10,3.00%
1,2888,7.655601978,6.254890442,-0.82128489,1.319999933,9.920000076,-4.748999959,39.2500057,Target 1-1,10,3.00%
1,2889,7.661861897,6.26000452,-0.717370927,1.319999933,9.920000076,-4.14699943,39.25000349,Target 1-1,10,3.00%
1,2890,7.667275906,6.264428139,-0.613377929,1.319999933,9.92000103,-3.544999703,39.25000433,Target 1-1,10,3.00%
1,2906,7.704064846,6.276064396,0.510770738,1.199999928,9.949999809,2.942500287,39.16774966,Target 1-1,10,3.00%
1,2908,7.683998585,6.259717464,0.613996208,1.399999976,9.929999352,3.54499987,39.16774926,Target 1-1,10,3.00%
1,2910,7.67084074,6.248998642,0.717370927,1.319999933,9.920000076,4.146999485,39.16774984,Target 1-1,10,3.00%
1,2912,7.695478916,6.269070148,0.824596524,1.319999933,9.960000038,4.74900019,39.16775065,Target 1-1,10,3.00%
1,2914,7.682821274,6.221426487,-0.82128489,1.319999933,9.920000076,-4.7490001,39.0000022,Target 1-1,10,3.00%
1,2915,7.665849209,6.20768261,-0.715201437,1.360000014,9.88999939,-4.146999831,39.00000144,Target 1-1,10,3.00%
1,2916,7.671266079,6.212069035,-0.611522913,1.360000014,9.88999939,-3.544999945,39.00000113,Target 1-1,10,3.00%
1,2930,7.731376171,6.242389679,0.510770738,1.199999928,9.949999809,2.942500184,38.91774984,Target 1-1,10,3.00%
1,2932,7.703473568,6.219861031,0.613377929,1.360000014,9.92000103,3.544999765,38.9177507,Target 1-1,10,3.00%
1,2934,7.705793381,6.22173357,0.718094051,1.360000014,9.929998398,4.146999793,38.91774844,Target 1-1,10,3.00%
1,2936,7.722760201,6.235432625,0.824596524,1.319999933,9.960000038,4.748999977,38.91774789,Target 1-1,10,3.00%
1,2938,7.73321104,6.206557751,-0.823768616,1.279999971,9.950000763,-4.748999923,38.74999872,Target 1-1,10,3.00%
1,2939,7.716198921,6.192903996,-0.717370927,1.319999933,9.920000076,-4.146999401,38.74999833,Target 1-1,10,3.00%
1,2940,7.690515518,6.172290802,-0.610904634,1.319999933,9.880000114,-3.544999811,38.74999794,Target 1-1,10,3.00%
1,2954,7.766337872,6.214835167,0.511284113,1.24000001,9.960000038,2.942500424,38.66774654,Target 1-1,10,3.00%
1,2956,7.738332272,6.192424297,0.613996208,1.399999976,9.929999352,3.544999725,38.66774643,Target 1-1,10,3.00%
1,2958,7.748443127,6.200515747,0.719540417,1.279999971,9.950000763,4.146999566,38.66774854,Target 1-1,10,3.00%
1,2960,7.749893665,6.201676369,0.824596524,1.319999933,9.960000038,4.749000062,38.66774792,Target 1-1,10,3.00%
1,2962,7.736820698,6.154145241,-0.82128489,1.319999933,9.920000076,-4.748999909,38.5000008,Target 1-1,10,3.00%
1,2963,7.719728947,6.140550137,-0.715201437,1.360000014,9.88999939,-4.146999756,38.50000212,Target 1-1,10,3.00%
1,2964,7.725184441,6.144889355,-0.611522913,1.360000014,9.890000343,-3.544999675,38.50000085,Target 1-1,10,3.00%
1,2979,7.793381214,6.180889606,0.511284113,1.24000001,9.960000038,2.94250032,38.41774887,Target 1-1,10,3.00%
1,2981,7.757458687,6.15239954,0.613377929,1.360000014,9.92000103,3.544999601,38.41774842,Target 1-1,10,3.00%
1,2983,7.751980782,6.148055077,0.717370927,1.319999933,9.920000076,4.146999367,38.41774858,Target 1-1,10,3.00%
1,2985,7.776879787,6.167802334,0.824596524,1.319999933,9.960000038,4.748999984,38.41774852,Target 1-1,10,3.00%
1,2987,7.732294083,6.095649719,-0.817973256,1.319999933,9.880000114,-4.749000131,38.25000261,Target 1-1,10,3.00%
1,2988,7.746448517,6.106807709,-0.715201437,1.360000014,9.88999939,-4.146999883,38.25000048,Target 1-1,10,3.00%
1,2989,7.744084835,6.104944706,-0.610904634,1.319999933,9.880000114,-3.544999863,38.25000218,Target 1-1,10,3.00%
1,2990,7.717329502,6.083852768,-0.505124032,1.360000014,9.839999199,-2.942500276,38.25000341,Target 1-1,10,3.00%
1,3004,7.788869858,6.122139931,0.509230733,1.24000001,9.920000076,2.94250002,38.16774798,Target 1-1,10,3.00%
1,3006,7.784229279,6.118492603,0.613377929,1.360000014,9.92000103,3.544999748,38.16774898,Target 1-1,10,3.00%
1,3008,7.78657341,6.120334625,0.718094051,1.360000014,9.929998398,4.146999769,38.16774674,Target 1-1,10,3.00%
1,3010,7.795882702,6.127652168,0.823768616,1.279999971,9.950000763,4.749000017,38.16774826,Target 1-1,10,3.00%
1,3012,7.766671181,6.067988396,-0.818801105,1.360000014,9.88999939,-4.748999735,37.99999925,Target 1-1,10,3.00%
1,3013,7.773021221,6.072949886,-0.715201437,1.360000014,9.88999939,-4.146999581,38.0000006,Target 1-1,10,3.00%
1,3015,7.770649433,6.071096897,-0.610904634,1.319999933,9.880001068,-3.544999675,38.00000085,Target 1-1,10,3.00%
1,3016,7.775281906,6.074716091,-0.507177413,1.24000001,9.880001068,-2.942500097,38.00000044,Target 1-1,10,3.00%
1,3029,7.807629108,6.081958771,0.508717418,1.319999933,9.909999847,2.942500431,37.91774903,Target 1-1,10,3.00%
1,3031,7.810852051,6.084469318,0.613377929,1.360000014,9.92000103,3.544999758,37.9177488,Target 1-1,10,3.00%
1,3033,7.813203812,6.086301327,0.718094051,1.360000014,9.929998398,4.146999847,37.917749,Target 1-1,10,3.00%
1,3035,7.806820869,6.081329346,0.822112739,1.360000014,9.929999352,4.749000025,37.91774982,Target 1-1,10,3.00%
1,3037,7.793073654,6.034042358,-0.818801105,1.360000014,9.88999939,-4.748999742,37.75000014,Target 1-1,10,3.00%
1,3038,7.791560173,6.03287077,-0.714478314,1.319999933,9.880001068,-4.146999209,37.7500014,Target 1-1,10,3.00%
1,3039,7.797065258,6.037133217,-0.610904634,1.319999933,9.880000114,-3.544999785,37.75000119,Target 1-1,10,3.00%
1,3040,7.809609413,6.046845913,-0.507690668,1.279999971,9.88999939,-2.942499901,37.75000107,Target 1-1,10,3.00%
1,3057,7.83409214,6.04783392,0.508717418,1.319999933,9.909999847,2.942500431,37.66775009,Target 1-1,10,3.00%
1,3059,7.83732605,6.050330639,0.613377929,1.360000014,9.92000103,3.54499969,37.6677509,Target 1-1,10,3.00%
1,3061,7.839685917,6.052152157,0.718094051,1.360000014,9.929998398,4.146999777,37.66774964,Target 1-1,10,3.00%
1,3063,7.864835262,6.071567535,0.825424373,1.360000014,9.969999313,4.748999951,37.66775127,Target 1-1,10,3.00%
1,3065,7.835140228,6.012115002,-0.820456982,1.279999971,9.909999847,-4.749000108,37.50000207,Target 1-1,10,3.00%
1,3067,7.825720787,6.004886627,-0.715201437,1.360000014,9.88999939,-4.146999793,37.49999939,Target 1-1,10,3.00%
1,3068,7.831250668,6.009130001,-0.611522913,1.360000014,9.88999939,-3.544999846,37.50000006,Target 1-1,10,3.00%
1,3069,7.835918903,6.012712002,-0.507690668,1.279999971,9.88999939,-2.942500112,37.49999978,Target 1-1,10,3.00%
1,3083,7.884202003,6.031797886,0.510257423,1.279999971,9.93999958,2.942500366,37.41774599,Target 1-1,10,3.00%
1,3085,7.839869499,5.997881413,0.611522913,1.399999976,9.890000343,3.544999759,37.41774621,Target 1-1,10,3.00%
1,3087,7.866019249,6.017887115,0.718094051,1.360000014,9.929999352,4.14699971,37.41774562,Target 1-1,10,3.00%
1,3089,7.867508411,6.019026279,0.822940648,1.399999976,9.93999958,4.748999808,37.41774508,Target 1-1,10,3.00%
1,3091,7.869231224,5.983902931,-0.82128489,1.319999933,9.920000076,-4.749000001,37.25000212,Target 1-1,10,3.00%
1,3092,7.851847172,5.970683575,-0.715201437,1.360000014,9.88999939,-4.146999854,37.25000113,Target 1-1,10,3.00%
1,3094,7.857395649,5.97490263,-0.611522913,1.360000014,9.88999939,-3.544999893,37.25000064,Target 1-1,10,3.00%
1,3096,7.846180916,5.966374874,-0.506664038,1.319999933,9.869999886,-2.942500191,37.25000122,Target 1-1,10,3.00%
1,3107,7.880409241,5.980508804,0.377708375,1.360000014,9.900000572,2.186499946,37.19516822,Target 1-1,10,3.00%
1,3110,7.886570454,5.979238987,0.508717418,1.319999933,9.909999847,2.942500467,37.16774941,Target 1-1,10,3.00%
1,3112,7.881872654,5.975677013,0.61275959,1.439999938,9.910000801,3.54499972,37.16774795,Target 1-1,10,3.00%
1,3114,7.900150299,5.989534378,0.718817234,1.399999976,9.93999958,4.146999617,37.16774835,Target 1-1,10,3.00%
1,3116,7.885754585,5.978620052,0.822112739,1.360000014,9.929999352,4.748999919,37.16774766,Target 1-1,10,3.00%
1,3118,7.871388435,5.931517124,-0.818801105,1.360000014,9.88999939,-4.749000055,37.00000227,Target 1-1,10,3.00%
1,3119,7.877824306,5.936367035,-0.715201437,1.360000014,9.88999939,-4.146999791,37.00000289,Target 1-1,10,3.00%
1,3120,7.88339138,5.940561771,-0.611522913,1.360000014,9.890000343,-3.544999784,37.00000124,Target 1-1,10,3.00%
1,3122,7.888090611,5.944103241,-0.507690668,1.279999971,9.88999939,-2.942500019,37.00000284,Target 1-1,10,3.00%
1,3123,7.887616634,5.937829494,-0.376945347,1.279999971,9.880000114,-2.186500012,36.9725807,Target 1-1,10,3.00%
1,3127,7.87623024,5.929258347,-0.168811515,1.319999933,9.86000061,-0.980999969,36.97258338,Target 1-1,10,3.00%
1,3134,7.88519907,5.930100918,0.27283138,1.360000014,9.869999886,1.583999816,36.9451673,Target 1-1,10,3.00%
1,3136,7.906428814,5.946066856,0.377708375,1.360000014,9.899999619,2.186500032,36.94516734,Target 1-1,10,3.00%
1,3138,7.912584782,5.944770813,0.508717418,1.319999933,9.909999847,2.942500383,36.91775029,Target 1-1,10,3.00%
1,3140,7.891911507,5.929238796,0.611522913,1.399999976,9.890000343,3.544999673,36.91774998,Target 1-1,10,3.00%
1,3142,7.918234348,5.949015617,0.718094051,1.360000014,9.929998398,4.146999756,36.91775146,Target 1-1,10,3.00%
1,3144,7.943635941,5.968099594,0.825424373,1.360000014,9.969999313,4.748999982,36.91774967,Target 1-1,10,3.00%
1,3146,7.897194862,5.897115231,-0.818801105,1.360000014,9.88999939,-4.748999971,36.75000059,Target 1-1,10,3.00%
1,3147,7.903651714,5.901937008,-0.715201437,1.360000014,9.88999939,-4.146999759,36.7500016,Target 1-1,10,3.00%
1,3148,7.909236908,5.906107426,-0.611522913,1.360000014,9.890000343,-3.544999792,36.75000046,Target 1-1,10,3.00%
1,3149,7.905950069,5.903653145,-0.507177413,1.360000014,9.880000114,-2.942500359,36.75000101,Target 1-1,10,3.00%
1,3150,7.913449764,5.903357029,-0.376945347,1.279999971,9.880000114,-2.186500056,36.72258278,Target 1-1,10,3.00%
1,3151,7.900164127,5.893445969,-0.272554964,1.319999933,9.859998703,-1.583999977,36.7225823,Target 1-1,10,3.00%
1,3153,7.902026176,5.894834995,-0.168811515,1.319999933,9.859999657,-0.98100002,36.7225821,Target 1-1,10,3.00%
1,3154,7.886982441,5.883612633,-0.0649174,1.319999933,9.840000153,-0.377999994,36.72258265,Target 1-1,10,3.00%
1,3156,7.921869278,5.903740406,0.065181285,1.319999933,9.880001068,0.377999938,36.69516905,Target 1-1,10,3.00%
1,3158,7.904846191,5.891053677,0.168811515,1.360000014,9.86000061,0.980999972,36.69516745,Target 1-1,10,3.00%
1,3160,7.910998821,5.895638943,0.27283138,1.360000014,9.869999886,1.583999819,36.69516765,Target 1-1,10,3.00%
1,3163,7.932298183,5.911512375,0.377708375,1.360000014,9.900000572,2.186499972,36.69516845,Target 1-1,10,3.00%
1,3165,7.962480068,5.928080559,0.510257423,1.279999971,9.93999958,2.942500352,36.667749,Target 1-1,10,3.00%
1,3167,7.949730873,5.918588638,0.613996208,1.399999976,9.929999352,3.544999592,36.66774843,Target 1-1,10,3.00%
1,3169,7.944116592,5.914409161,0.718094051,1.360000014,9.929999352,4.14699971,36.66775012,Target 1-1,10,3.00%
1,3171,7.961607933,5.927431583,0.824596524,1.319999933,9.960000038,4.748999956,36.66775052,Target 1-1,10,3.00%
1,3173,7.946884155,5.880385399,-0.82128489,1.319999933,9.920000076,-4.748999859,36.50000213,Target 1-1,10,3.00%
1,3174,7.921311855,5.86146307,-0.714478314,1.319999933,9.880000114,-4.146999396,36.50000296,Target 1-1,10,3.00%
1,3175,7.92690897,5.865604401,-0.610904634,1.319999933,9.880000114,-3.544999845,36.50000148,Target 1-1,10,3.00%
1,3176,7.93966198,5.875041008,-0.507690668,1.279999971,9.88999939,-2.942499984,36.5000009,Target 1-1,10,3.00%
1,3177,7.947167873,5.874711514,-0.377326846,1.319999933,9.88999939,-2.186500036,36.47258126,Target 1-1,10,3.00%
1,3178,7.957957268,5.882687092,-0.27366066,1.319999933,9.899998665,-1.583999982,36.47258048,Target 1-1,10,3.00%
1,3179,7.943753242,5.872187138,-0.169153944,1.360000014,9.880000114,-0.981000011,36.47258028,Target 1-1,10,3.00%
1,3181,7.936703205,5.866975784,-0.065115318,1.279999971,9.869999886,-0.377999992,36.47258112,Target 1-1,10,3.00%
1,3182,7.939509869,5.863177776,0.065115318,1.279999971,9.870000839,0.377999976,36.44516607,Target 1-1,10,3.00%
1,3184,7.94656229,5.868385792,0.169153944,1.399999976,9.880000114,0.980999977,36.44516577,Target 1-1,10,3.00%
1,3186,7.936648369,5.861064434,0.27283138,1.360000014,9.870000839,1.583999797,36.44516524,Target 1-1,10,3.00%
1,3188,7.958016872,5.876844883,0.377708375,1.360000014,9.900000572,2.186499913,36.44516624,Target 1-1,10,3.00%
1,3190,7.988270283,5.89328146,0.510257423,1.279999971,9.93999958,2.942500344,36.41774956,Target 1-1,10,3.00%
1,3192,7.959416389,5.871994972,0.61275959,1.439999938,9.910000801,3.544999685,36.41775067,Target 1-1,10,3.00%
1,3194,7.969847202,5.87969017,0.718094051,1.360000014,9.929998398,4.146999779,36.41775044,Target 1-1,10,3.00%
1,3196,7.971355915,5.880803108,0.822940648,1.399999976,9.93999958,4.748999943,36.41774996,Target 1-1,10,3.00%
1,3198,7.948355675,5.82797575,-0.818801105,1.360000014,9.88999939,-4.74899986,36.25000115,Target 1-1,10,3.00%
1,3200,7.954854012,5.832740784,-0.715201437,1.360000014,9.88999939,-4.146999832,36.25000235,Target 1-1,10,3.00%
1,3201,7.960475445,5.836862564,-0.611522913,1.360000014,9.890000343,-3.544999782,36.25000223,Target 1-1,10,3.00%
1,3202,7.949113846,5.828531742,-0.506664038,1.319999933,9.869999886,-2.942500053,36.25000152,Target 1-1,10,3.00%
1,3204,7.95660305,5.8281703,-0.376563817,1.399999976,9.869999886,-2.186499993,36.2225822,Target 1-1,10,3.00%
1,3206,7.983549595,5.847908497,-0.27366066,1.319999933,9.899999619,-1.583999929,36.22258217,Target 1-1,10,3.00%
1,3208,7.97736454,5.843378067,-0.169325128,1.279999971,9.88999939,-0.981000006,36.22258259,Target 1-1,10,3.00%
1,3211,7.970294476,5.838199139,-0.065181285,1.319999933,9.880000114,-0.377999939,36.22258193,Target 1-1,10,3.00%
1,3212,7.997296333,5.852100372,0.065379202,1.279999971,9.909999847,0.377999948,36.19516764,Target 1-1,10,3.00%
1,3214,7.988228321,5.845464706,0.169496343,1.360000014,9.899998665,0.981000068,36.19516737,Target 1-1,10,3.00%
1,3216,7.994413853,5.849991322,0.273937106,1.360000014,9.909999847,1.584000012,36.19516873,Target 1-1,10,3.00%
1,3218,7.983582973,5.842065334,0.377708375,1.360000014,9.899999619,2.186500068,36.19516693,Target 1-1,10,3.00%
1,3220,7.989721775,5.840688229,0.508717418,1.319999933,9.909999847,2.942500457,36.16774599,Target 1-1,10,3.00%
1,3222,7.993020058,5.843099594,0.613377929,1.480000019,9.92000103,3.544999652,36.16774709,Target 1-1,10,3.00%
1,3224,7.979323387,5.833086967,0.716647744,1.439999938,9.909998894,4.146999615,36.16774703,Target 1-1,10,3.00%
1,3226,7.996940136,5.845965385,0.822940648,1.399999976,9.93999958,4.748999883,36.16774763,Target 1-1,10,3.00%
1,5835,34.2719574,6.412325382,-0.964170158,0.519999981,34.88000107,-1.583999822,10.59758181,Target 3-1,35,3.00%
1,5838,34.15226746,6.389931679,-0.594949305,0.479999989,34.75,-0.980999967,10.59758251,Target 3-1,35,3.00%
1,5862,34.19739532,6.32118845,-0.96168232,0.839999974,34.7899971,-1.583999931,10.47258382,Target 3-1,35,3.00%
1,5864,34.27428055,6.335399628,-0.596832633,0.879999995,34.86000443,-0.980999968,10.47258284,Target 3-1,35,3.00%
1,5866,34.1507225,6.312561035,-0.229124099,0.719999969,34.72999573,-0.377999994,10.47258347,Target 3-1,35,3.00%
1,5869,34.28158569,6.319785595,0.22998175,0.919999957,34.86000061,0.377999962,10.44516417,Target 3-1,35,3.00%
1,5871,34.23797607,6.31174612,0.596147776,0.919999957,34.81999969,0.980999957,10.44516405,Target 3-1,35,3.00%
1,5892,34.23077011,6.250155926,-0.962235093,0.879999995,34.80999756,-1.583999893,10.34758205,Target 3-1,35,3.00%
1,5894,34.20933151,6.24624157,-0.595462918,0.719999969,34.77999878,-0.980999943,10.3475822,Target 3-1,35,3.00%
1,5896,34.22344208,6.248817921,-0.229519948,0.599999964,34.79000473,-0.377999947,10.34758207,Target 3-1,35,3.00%
1,5898,34.24609756,6.236021996,0.229651868,1,34.80999756,0.377999979,10.32016447,Target 3-1,35,3.00%
1,5899,34.231987,6.233453274,0.595805347,0.959999979,34.79999924,0.98100005,10.32016565,Target 3-1,35,3.00%
1,5901,34.4501152,6.273172855,0.968316495,0.199999988,35.02999878,1.583999978,10.3201651,Target 3-1,35,3.00%
1,5922,34.22465134,6.171913624,-0.96168232,0.75999999,34.79000092,-1.583999927,10.22258239,Target 3-1,35,3.00%
1,5927,34.29898834,6.168374538,0.229915768,1,34.84999847,0.377999993,10.19516582,Target 3-1,35,3.00%
1,5928,34.24550629,6.158756256,0.595805347,1.039999962,34.79999924,0.981000007,10.19516581,Target 3-1,35,3.00%
1,5954,34.27297974,6.086535931,0.229651868,1,34.80999374,0.377999996,10.07016427,Target 3-1,35,3.00%
1,5956,34.29823685,6.091021538,0.596490204,0.959999979,34.83999634,0.981000114,10.0701646,Target 3-1,35,3.00%
1,5980,34.26648331,6.008297443,0.229519948,0.959999979,34.79000092,0.377999977,9.945166002,Target 3-1,35,3.00%
1,5982,34.27205276,6.009273529,0.595805347,0.959999979,34.79999924,0.981000012,9.945165251,Target 3-1,35,3.00%
1,6007,34.25980377,5.930114269,0.229387999,1,34.77000046,0.377999967,9.820165847,Target 3-1,35,3.00%
1,6008,34.28507996,5.93448925,0.595805347,0.879999995,34.79999542,0.981000052,9.820165625,Target 3-1,35,3.00%
1,6010,34.17850876,5.916042328,0.959194481,0.079999998,34.70000076,1.583999862,9.820165218,Target 3-1,35,3.00%
1,6035,34.32194138,5.863776207,0.229717851,1.039999962,34.81999969,0.377999981,9.695165363,Target 3-1,35,3.00%
1,6037,34.29794693,5.859676838,0.595805347,0.959999979,34.79999924,0.981000009,9.695165352,Target 3-1,35,3.00%
1,6039,34.20118332,5.84314537,0.959470868,0.439999998,34.70999527,1.583999996,9.695165735,Target 3-1,35,3.00%
1,6065,34.24590683,5.773920536,0.229124099,1,34.72999573,0.377999991,9.570164967,Target 3-1,35,3.00%
1,6067,34.25149155,5.774861813,0.594778061,0.919999957,34.73999786,0.98099999,9.570164451,Target 3-1,35,3.00%
1,6091,34.36166382,5.733268261,-0.963340819,0.879999995,34.84999847,-1.58399996,9.472582226,Target 3-1,35,3.00%
