Fr,Idx,X,Y,`,Intensity,R,Altitude,Azimuth,Label,GT,Target Reflectivity
1,21729,7.416106224,6.774214268,-0.937619805,1,10.08799934,-5.364044441,74.23007334,Target 1 -1,10,3.00%
1,21736,7.400369167,6.759839058,-0.583715856,1,10.04000092,-3.340542311,74.23006362,Target 1 -1,10,3.00%
1,21744,7.408392429,6.767168045,-0.350390971,0,10.04000092,-2.001626096,74.23007334,Target 1 -1,10,3.00%
1,21754,7.424146175,6.734167576,-0.116690218,2,10.02400017,-0.667060256,73.25846466,Target 1 -1,10,3.00%
1,21760,7.424960136,6.73490572,-0.935760975,1,10.06800079,-5.364044441,73.25846466,Target 1 -1,10,3.00%
1,21768,7.42983675,6.739328861,-0.584180892,1,10.04799938,-3.340542311,73.25845495,Target 1 -1,10,3.00%
1,21776,7.431970596,6.74126482,-0.350390971,1,10.04000092,-2.001626096,73.25846466,Target 1 -1,10,3.00%
1,21786,7.450577736,6.710889816,-0.116736792,1,10.02799988,-0.667060408,72.30871259,Target 1 -1,10,3.00%
1,21792,7.451381207,6.711613655,-0.936132729,1,10.07199955,-5.364044441,72.3087223,Target 1 -1,10,3.00%
1,21794,7.441661835,6.702859402,0.116597101,1,10.01599979,0.667060408,72.3087223,Target 1 -1,10,3.00%
1,21800,7.447380543,6.708010197,-0.583715856,1,10.03999996,-3.340542918,72.3087223,Target 1 -1,10,3.00%
1,21808,7.455454826,6.715282917,-0.350390971,1,10.03999996,-2.001626703,72.3087223,Target 1 -1,10,3.00%
1,21817,7.467998028,6.679507256,-0.11664366,1,10.02000046,-0.667060256,71.37972915,Target 1 -1,10,3.00%
1,21822,7.471797943,6.682906151,-0.935760975,1,10.06800079,-5.364044441,71.37972915,Target 1 -1,10,3.00%
1,21824,7.467998028,6.679507256,0.11664366,1,10.02000046,0.667060256,71.37972915,Target 1 -1,10,3.00%
1,21829,7.464799881,6.676646709,-0.583250701,1,10.03199959,-3.340542311,71.37970972,Target 1 -1,10,3.00%
1,21837,7.472893715,6.683886051,-0.350111753,1,10.0320015,-2.001626096,71.37972915,Target 1 -1,10,3.00%
1,21846,7.497250557,6.658708096,-0.116736792,2,10.02799988,-0.667060256,70.4708635,Target 1 -1,10,3.00%
1,21851,7.504015446,6.664716244,-0.936876297,1,10.08000183,-5.364043227,70.4708635,Target 1 -1,10,3.00%
1,21853,7.48528862,6.648083687,0.116550528,1,10.01200008,0.667060256,70.4708635,Target 1 -1,10,3.00%
1,21858,7.488061428,6.650546551,-0.583250701,1,10.03199959,-3.340542311,70.4708635,Target 1 -1,10,3.00%
1,21866,7.50514698,6.66572094,-0.350530565,1,10.04399967,-2.001626703,70.4708635,Target 1 -1,10,3.00%
1,21875,7.517444134,6.62985611,-0.116690218,2,10.02400017,-0.667060256,69.58162023,Target 1 -1,10,3.00%
1,21881,7.515280724,6.627947807,-0.935389161,1,10.06399918,-5.364044441,69.58161051,Target 1 -1,10,3.00%
1,21883,7.511444569,6.624565125,0.116597101,1,10.01599979,0.667060256,69.58162023,Target 1 -1,10,3.00%
1,21889,7.517216682,6.629655361,-0.583715856,1,10.03999996,-3.340542918,69.58161051,Target 1 -1,10,3.00%
1,21897,7.52536726,6.636843681,-0.350390971,1,10.04000092,-2.001626096,69.58161051,Target 1 -1,10,3.00%
1,21907,7.543551445,6.606208324,-0.116736792,2,10.02799988,-0.667060408,68.71083364,Target 1 -1,10,3.00%
1,21913,7.544364929,6.606920719,-0.936132729,1,10.0720005,-5.364044441,68.71083364,Target 1 -1,10,3.00%
1,21915,7.543551445,6.606208324,0.116736792,1,10.02799988,0.667060408,68.71083364,Target 1 -1,10,3.00%
1,21921,7.531301498,6.595480442,-0.583018184,1,10.02799988,-3.340542918,68.71083364,Target 1 -1,10,3.00%
1,21929,7.545482159,6.607899189,-0.350251347,1,10.03600025,-2.001626096,68.71084336,Target 1 -1,10,3.00%
1,21939,7.568436146,6.583779812,-0.116783351,2,10.03199959,-0.667060256,67.90027415,Target 1 -1,10,3.00%
1,21945,7.560224056,6.576636314,-0.935389161,1,10.06399918,-5.364044441,67.90027415,Target 1 -1,10,3.00%
1,21947,7.559382915,6.575904846,0.11664366,1,10.0199995,0.667060256,67.90029358,Target 1 -1,10,3.00%
1,21953,7.556145668,6.573088646,-0.583250701,1,10.03199959,-3.340542918,67.90029358,Target 1 -1,10,3.00%
1,21961,7.567354679,6.582839012,-0.350251347,1,10.03600025,-2.001626096,67.90027415,Target 1 -1,10,3.00%
1,21971,7.582290173,6.549478531,-0.11664366,2,10.0199995,-0.667060256,67.06413757,Target 1 -1,10,3.00%
1,21985,7.579043388,6.546673775,-0.583250701,1,10.03199959,-3.340542311,67.06413757,Target 1 -1,10,3.00%
1,22160,7.416586399,6.777021885,0.820153952,1,10.08000183,4.687767072,74.27910985,Target 1 -1,10,3.00%
1,22168,7.422116756,6.737051487,-0.291719884,0,10.02799988,-1.667941302,73.35464344,Target 1 -1,10,3.00%
1,22176,7.422172546,6.737102032,-0.058258627,0,10.02400017,-0.333007467,73.35464344,Target 1 -1,10,3.00%
1,22182,7.415400505,6.730955124,-0.817550302,1,10.04800034,-4.687768287,73.35464344,Target 1 -1,10,3.00%
1,22184,7.424129009,6.73887825,0.175012738,1,10.02800083,1.000203036,73.35464344,Target 1 -1,10,3.00%
1,22188,7.427983284,6.742376328,0.408701152,1,10.03999996,2.335582883,73.35464344,Target 1 -1,10,3.00%
1,22190,7.409167767,6.725297928,-0.524406314,1,10.0199995,-3.005496944,73.35464344,Target 1 -1,10,3.00%
1,22192,7.430160522,6.744352818,0.819177628,1,10.06800079,4.687767072,73.35464344,Target 1 -1,10,3.00%
1,22200,7.440817833,6.704452515,-0.291487157,0,10.02000141,-1.667941302,72.35571886,Target 1 -1,10,3.00%
1,22208,7.43492794,6.699145794,-0.058165636,1,10.00800133,-0.333007467,72.35572858,Target 1 -1,10,3.00%
1,22214,7.440020084,6.703733444,-0.817550302,1,10.04800129,-4.687767072,72.35571886,Target 1 -1,10,3.00%
1,22220,7.446705818,6.709757805,0.408375472,1,10.0320015,2.335582276,72.35571886,Target 1 -1,10,3.00%
1,22222,7.433766842,6.698099136,-0.524406314,0,10.02000141,-3.005496337,72.35571886,Target 1 -1,10,3.00%
1,22224,7.460752487,6.722414494,0.819828451,1,10.07600117,4.687767072,72.35571886,Target 1 -1,10,3.00%
1,22232,7.457052708,6.674405575,-0.291254431,0,10.01200104,-1.667941302,71.47173089,Target 1 -1,10,3.00%
1,22240,7.457103729,6.674451351,-0.058165636,1,10.00800037,-0.333007467,71.47173089,Target 1 -1,10,3.00%
1,22245,7.465181351,6.681680679,-0.817875683,1,10.05200005,-4.687767072,71.47171146,Target 1 -1,10,3.00%
1,22247,7.468013763,6.684216022,0.174942926,1,10.02400017,1.000203036,71.47171146,Target 1 -1,10,3.00%
1,22250,7.471894741,6.687689304,0.408538312,1,10.03600025,2.335582883,71.47171146,Target 1 -1,10,3.00%
1,22252,7.455939293,6.673408508,-0.524406314,1,10.02000046,-3.005496944,71.47171146,Target 1 -1,10,3.00%
1,22254,7.483005524,6.69763422,0.819828451,1,10.07600117,4.687767072,71.47171146,Target 1 -1,10,3.00%
1,22261,7.481464863,6.647030354,-0.291254431,0,10.01200104,-1.667941302,70.51595611,Target 1 -1,10,3.00%
1,22268,7.490487099,6.655046463,-0.058235381,1,10.02000141,-0.333007543,70.51595611,Target 1 -1,10,3.00%
1,22272,7.49558115,6.659572124,-0.818526626,1,10.06000042,-4.687767072,70.51595611,Target 1 -1,10,3.00%
1,22274,7.495452881,6.65945816,0.175012738,1,10.02800179,1.000202884,70.51595611,Target 1 -1,10,3.00%
1,22278,7.493368149,6.657606125,0.408375472,1,10.0320015,2.335582276,70.51595611,Target 1 -1,10,3.00%
1,22280,7.477361202,6.643384457,-0.524196982,1,10.01600075,-3.005496944,70.51595611,Target 1 -1,10,3.00%
1,22282,7.49558115,6.659572124,0.818526626,1,10.06000042,4.687767072,70.51595611,Target 1 -1,10,3.00%
1,22289,7.502311707,6.623492241,-0.291254431,1,10.01200104,-1.667941302,69.71372155,Target 1 -1,10,3.00%
1,22296,7.505361557,6.626184464,-0.058188882,0,10.01200104,-0.333007467,69.71372155,Target 1 -1,10,3.00%
1,22301,7.510489941,6.630712032,-0.817875683,1,10.052001,-4.687767072,69.71372155,Target 1 -1,10,3.00%
1,22303,7.519336224,6.638522148,0.175082549,1,10.0320015,1.000203036,69.71372155,Target 1 -1,10,3.00%
1,22307,7.526232243,6.644610405,0.409026802,2,10.04800129,2.335582883,69.71372155,Target 1 -1,10,3.00%
1,22309,7.492207527,6.614571571,-0.523778319,1,10.00800037,-3.005496944,69.71372155,Target 1 -1,10,3.00%
1,22311,7.522444725,6.641266823,0.819177628,1,10.06800175,4.687767072,69.71372155,Target 1 -1,10,3.00%
1,22319,7.525384903,6.597265244,-0.291254431,1,10.01200104,-1.667941302,68.84029275,Target 1 -1,10,3.00%
1,22327,7.528443813,6.599947453,-0.058188882,1,10.01200104,-0.333007467,68.84030246,Target 1 -1,10,3.00%
1,22333,7.527592659,6.599201202,-0.81722486,1,10.04400158,-4.687767072,68.84030246,Target 1 -1,10,3.00%
1,22335,7.536446095,6.606962681,0.174942926,1,10.02400017,1.000203036,68.84030246,Target 1 -1,10,3.00%
1,22339,7.534352303,6.605126858,0.408212662,1,10.02800083,2.335582883,68.84029275,Target 1 -1,10,3.00%
1,22341,7.515249729,6.588380337,-0.523778319,1,10.00800037,-3.005496944,68.84029275,Target 1 -1,10,3.00%
1,22343,7.539583683,6.609713078,0.818526626,1,10.06000042,4.687767072,68.84029275,Target 1 -1,10,3.00%
1,22351,7.562728882,6.578816414,-0.291719884,0,10.02799988,-1.667941302,67.90030329,Target 1 -1,10,3.00%
1,22359,7.562785625,6.578866005,-0.058258627,1,10.02400112,-0.333007467,67.900313,Target 1 -1,10,3.00%
1,22365,7.555885315,6.572863102,-0.817550302,1,10.04800034,-4.687767072,67.90030329,Target 1 -1,10,3.00%
1,22367,7.558743954,6.575350285,0.174873114,1,10.02000141,1.000202884,67.900313,Target 1 -1,10,3.00%
1,22371,7.562675476,6.578770161,0.408375472,1,10.0320015,2.335582276,67.90030329,Target 1 -1,10,3.00%
1,22373,7.54652071,6.564716816,-0.524196982,0,10.01600075,-3.005496944,67.90030329,Target 1 -1,10,3.00%
1,22375,7.56791687,6.583329201,0.818852067,1,10.06400013,4.687767072,67.90030329,Target 1 -1,10,3.00%
1,22383,7.577308178,6.549796581,-0.291487157,0,10.0199995,-1.667941302,67.14701782,Target 1 -1,10,3.00%
1,22390,7.580389023,6.552459717,-0.058235381,1,10.02000141,-0.333007543,67.14701782,Target 1 -1,10,3.00%
1,22396,7.573480129,6.546487808,-0.81722486,1,10.04400063,-4.687767072,67.14702753,Target 1 -1,10,3.00%
1,22398,7.579362392,6.551572323,0.174873114,1,10.02000046,1.000203036,67.14701782,Target 1 -1,10,3.00%
1,22402,7.592375755,6.562820911,0.408863962,1,10.04400063,2.335582883,67.14701782,Target 1 -1,10,3.00%
1,22404,7.561061859,6.53575325,-0.523778319,1,10.00800037,-3.005496944,67.14701782,Target 1 -1,10,3.00%
1,22419,7.674971581,6.587544918,-1.287430763,4,10.1960001,-7.332651885,66.32591858,Target 1 -1,10,3.00%
1,22568,7.400214195,6.764433861,-1.079966784,0,10.08400059,-6.19568706,74.32836006,Target 1 -1,10,3.00%
1,22577,7.406852722,6.77050209,0.584413469,1,10.05200005,3.340542311,74.32836006,Target 1 -1,10,3.00%
1,22597,7.426724911,6.741235733,-1.080395103,0,10.0880003,-6.19568706,73.35467258,Target 1 -1,10,3.00%
1,22599,7.435093403,6.748831749,0.233654991,1,10.04400063,1.333481206,73.35467258,Target 1 -1,10,3.00%
1,22601,7.416036129,6.731533051,-0.700355053,1,10.04000092,-4.01305488,73.35466287,Target 1 -1,10,3.00%
1,22607,7.427483559,6.741923809,0.584180892,1,10.04800034,3.340542311,73.35466287,Target 1 -1,10,3.00%
1,22609,7.432009697,6.746032715,-0.467544734,1,10.04800129,-2.670859566,73.35467258,Target 1 -1,10,3.00%
1,22623,7.432713985,6.701853275,0,1,10.00800037,0,72.4498674,Target 1 -1,10,3.00%
1,22628,7.440176964,6.708582878,-1.079109907,0,10.07600021,-6.195685846,72.4498674,Target 1 -1,10,3.00%
1,22632,7.438316345,6.706904888,-0.700355053,1,10.04000092,-4.01305488,72.4498674,Target 1 -1,10,3.00%
1,22638,7.449798107,6.717257977,0.584180892,1,10.04800034,3.340542311,72.4498674,Target 1 -1,10,3.00%
1,22640,7.445436001,6.713324547,-0.466986358,1,10.03600121,-2.670859566,72.4498674,Target 1 -1,10,3.00%
1,22648,7.442581654,6.71075058,-0.233189717,1,10.02399921,-1.333481206,72.4498674,Target 1 -1,10,3.00%
1,22653,7.466174126,6.682563305,0,1,10.02000046,0,71.47160461,Target 1 -1,10,3.00%
1,22656,7.470646858,6.686566353,-1.079966784,0,10.08400059,-6.19568706,71.47159489,Target 1 -1,10,3.00%
1,22658,7.479052544,6.69408989,0.233561948,1,10.04000092,1.333481206,71.47159489,Target 1 -1,10,3.00%
1,22660,7.468800068,6.684913158,-0.700913012,1,10.04800034,-4.013053665,71.47159489,Target 1 -1,10,3.00%
1,22665,7.46842289,6.684575558,0.583715856,1,10.04000092,3.340542311,71.47159489,Target 1 -1,10,3.00%
1,22667,7.469996452,6.685984612,-0.466986358,1,10.03600121,-2.670859566,71.47160461,Target 1 -1,10,3.00%
1,22674,7.46415329,6.680754185,-0.233096674,1,10.0199995,-1.333481206,71.47159489,Target 1 -1,10,3.00%
1,22679,7.489450455,6.656466484,0,1,10.02000046,0,70.56101957,Target 1 -1,10,3.00%
1,22684,7.48799181,6.655169964,-1.079109907,0,10.07600021,-6.195685846,70.56101957,Target 1 -1,10,3.00%
1,22686,7.502368927,6.667948246,0.233561948,1,10.04000092,1.333481206,70.56101957,Target 1 -1,10,3.00%
1,22688,7.483137131,6.650855064,-0.700075984,1,10.03600121,-4.013053665,70.56101957,Target 1 -1,10,3.00%
1,22693,7.491705894,6.658470631,0.583715856,1,10.04000092,3.340542311,70.56101957,Target 1 -1,10,3.00%
1,22694,7.490297794,6.65721941,-0.466800243,1,10.03200054,-2.670859566,70.56101957,Target 1 -1,10,3.00%
1,22701,7.48742342,6.654664516,-0.233096674,1,10.02000046,-1.333481206,70.56101957,Target 1 -1,10,3.00%
1,22707,7.513324738,6.635550499,0,1,10.02400017,0,69.75792046,Target 1 -1,10,3.00%
1,22713,7.511845112,6.634243965,-1.079538345,0,10.08000088,-6.195685846,69.75792046,Target 1 -1,10,3.00%
1,22715,7.517286301,6.639049053,0.233375832,1,10.03200054,1.333481206,69.75791075,Target 1 -1,10,3.00%
1,22717,7.509977341,6.632594109,-0.700634062,1,10.04400063,-4.01305488,69.75791075,Target 1 -1,10,3.00%
1,22723,7.512588501,6.634900093,0.583715856,1,10.04000092,3.340542311,69.75791075,Target 1 -1,10,3.00%
1,22725,7.508182526,6.631009102,-0.466614127,1,10.02800179,-2.670858959,69.75792046,Target 1 -1,10,3.00%
1,22733,7.508294106,6.63110733,-0.233096674,1,10.02000046,-1.333481206,69.75791075,Target 1 -1,10,3.00%
1,22739,7.531582355,6.602693081,0,1,10.0160017,0,68.8401956,Target 1 -1,10,3.00%
1,22744,7.53312254,6.604043484,-1.079109907,0,10.07600117,-6.195684631,68.8401956,Target 1 -1,10,3.00%
1,22746,7.544578552,6.614086151,0.233468875,1,10.03600025,1.333481206,68.8401956,Target 1 -1,10,3.00%
1,22748,7.528238297,6.599761486,-0.700075984,1,10.03600121,-4.013053665,68.8401956,Target 1 -1,10,3.00%
1,22754,7.533855438,6.604685783,0.583483219,1,10.03600025,3.340541704,68.8401956,Target 1 -1,10,3.00%
1,22756,7.532438278,6.603443623,-0.466614127,1,10.02800179,-2.670858959,68.8401956,Target 1 -1,10,3.00%
1,22764,7.53555727,6.606177807,-0.233189717,1,10.02400017,-1.333481206,68.8401956,Target 1 -1,10,3.00%
1,22770,7.556450367,6.580308914,0,1,10.02000046,0,68.02723674,Target 1 -1,10,3.00%
1,22776,7.563976288,6.586862564,-1.080395103,0,10.0880003,-6.19568706,68.02723674,Target 1 -1,10,3.00%
1,22778,7.566468239,6.58903265,0.233468875,1,10.03600025,1.333481206,68.02723674,Target 1 -1,10,3.00%
1,22780,7.556098938,6.580002785,-0.700634062,1,10.04400063,-4.01305488,68.02723674,Target 1 -1,10,3.00%
1,22786,7.55571413,6.579667568,0.583483219,1,10.03600025,3.340542311,68.02723674,Target 1 -1,10,3.00%
1,22788,7.554292679,6.578430176,-0.466614127,1,10.02800083,-2.670859566,68.02723674,Target 1 -1,10,3.00%
1,22796,7.551389694,6.575901508,-0.233003631,1,10.01599979,-1.333481206,68.02722703,Target 1 -1,10,3.00%
1,22802,7.574463844,6.547339439,0,1,10.01200104,0,67.14704696,Target 1 -1,10,3.00%
1,22808,7.576031208,6.548694611,-1.078681588,0,10.0720005,-6.195685846,67.14705667,Target 1 -1,10,3.00%
1,22810,7.587540627,6.558643341,0.233375832,1,10.0320015,1.333481206,67.14705667,Target 1 -1,10,3.00%
1,22812,7.574125767,6.547047615,-0.700075984,1,10.03600121,-4.013053665,67.14705667,Target 1 -1,10,3.00%
1,22820,7.578351974,6.550700188,-0.466614127,1,10.02800179,-2.670858959,67.14704696,Target 1 -1,10,3.00%
1,22839,7.603743076,6.52871418,-1.079538345,0,10.08000088,-6.195685846,66.36658158,Target 1 -1,10,3.00%
1,23008,7.406168461,6.772256374,-0.408863962,1,10.04400063,-2.335582883,74.37778513,Target 1 -1,10,3.00%
1,23013,7.418814182,6.738780499,-0.174942926,1,10.02399921,-1.000203036,73.45106507,Target 1 -1,10,3.00%
1,23027,7.425683022,6.745019913,0.29195261,1,10.03600025,1.667941606,73.45107478,Target 1 -1,10,3.00%
1,23029,7.416573048,6.736744881,-0.642133772,2,10.04000092,-3.677050857,73.45107478,Target 1 -1,10,3.00%
1,23037,7.416753292,6.736908436,-0.408212662,1,10.02800083,-2.335582883,73.45106507,Target 1 -1,10,3.00%
1,23043,7.439324379,6.71016264,-0.174873114,1,10.02000046,-1.000203036,72.49690282,Target 1 -1,10,3.00%
1,23051,7.44627285,6.716430187,0.058281876,1,10.02800179,0.333007467,72.49690282,Target 1 -1,10,3.00%
1,23059,7.449183941,6.719056129,0.29195261,1,10.0359993,1.667941606,72.49690282,Target 1 -1,10,3.00%
1,23061,7.43708086,6.708138943,-0.64187789,2,10.03600025,-3.677050857,72.49690282,Target 1 -1,10,3.00%
1,23069,7.446160793,6.716329098,-0.408538312,1,10.0359993,-2.335583187,72.49690282,Target 1 -1,10,3.00%
1,23075,7.470468998,6.693464756,-0.175082549,1,10.03200054,-1.000203036,71.61010749,Target 1 -1,10,3.00%
1,23083,7.423816204,6.651664257,0.057933159,1,9.968000412,0.333007467,71.61010749,Target 1 -1,10,3.00%
1,23091,7.462488651,6.686314106,0.291603506,1,10.02399921,1.667941302,71.61010749,Target 1 -1,10,3.00%
1,23093,7.456309795,6.680778027,-0.641622126,2,10.03200054,-3.677050857,71.61010749,Target 1 -1,10,3.00%
1,23101,7.459460735,6.683600903,-0.408049822,1,10.02400017,-2.335582883,71.61010749,Target 1 -1,10,3.00%
1,23107,7.487811089,6.662030697,-0.174942926,1,10.02399921,-1.000203036,70.69639453,Target 1 -1,10,3.00%
1,23115,7.491814613,6.665593147,0.058281876,1,10.02800179,0.333007467,70.69639453,Target 1 -1,10,3.00%
1,23121,7.491756916,6.665541649,0.291836232,1,10.03200054,1.667941302,70.69639453,Target 1 -1,10,3.00%
1,23123,7.479584217,6.654711246,-0.641622126,2,10.0320015,-3.677050857,70.69639453,Target 1 -1,10,3.00%
1,23130,7.482744694,6.657523155,-0.408049822,1,10.02400017,-2.335582883,70.69639453,Target 1 -1,10,3.00%
1,23136,7.511021614,6.635850906,-0.174942926,1,10.02399921,-1.000203036,69.8021388,Target 1 -1,10,3.00%
1,23144,7.506044388,6.631453991,0.058212135,1,10.01600075,0.333007543,69.8021388,Target 1 -1,10,3.00%
1,23152,7.505990028,6.63140583,0.291487157,1,10.0199995,1.667941302,69.8021388,Target 1 -1,10,3.00%
1,23154,7.502768993,6.628560066,-0.641622126,2,10.03200054,-3.677050857,69.8021388,Target 1 -1,10,3.00%
1,23162,7.511929989,6.636653423,-0.408375472,1,10.03200054,-2.335582883,69.8021388,Target 1 -1,10,3.00%
1,23168,7.537148952,6.612228394,-0.175012738,1,10.02800179,-1.000203036,68.92672833,Target 1 -1,10,3.00%
1,23176,7.535162449,6.610485554,0.058258627,1,10.02400017,0.333007467,68.92672833,Target 1 -1,10,3.00%
1,23184,7.532099724,6.607799053,0.291603506,1,10.02399921,1.667941302,68.92672833,Target 1 -1,10,3.00%
1,23186,7.528864384,6.604960442,-0.64187789,2,10.03600121,-3.67705025,68.92672833,Target 1 -1,10,3.00%
1,23194,7.532048225,6.607753754,-0.408212662,1,10.02800083,-2.335582883,68.92672833,Target 1 -1,10,3.00%
1,23200,7.563197613,6.588507652,-0.175082549,1,10.0320015,-1.000203036,68.06964827,Target 1 -1,10,3.00%
1,23208,7.561206818,6.586772919,0.058281876,1,10.02800179,0.333007467,68.06963855,Target 1 -1,10,3.00%
1,23216,7.561148167,6.586722374,0.291836232,1,10.0320015,1.667941302,68.06964827,Target 1 -1,10,3.00%
1,23218,7.545853138,6.573398113,-0.641366303,2,10.02800179,-3.677050857,68.06964827,Target 1 -1,10,3.00%
1,23226,7.558080196,6.584049225,-0.408375472,1,10.0320015,-2.335582276,68.06963855,Target 1 -1,10,3.00%
1,26655,34.43017578,6.430994034,-0.407763869,48,35.02800369,-0.667060256,10.82813385,Target 3-1 ,35,3.00%
1,26663,34.41051865,6.427322388,0.407531083,66,35.00800323,0.667060256,10.82813385,Target 3-1 ,35,3.00%
1,26686,34.42486954,6.305733204,-0.407437921,54,35,-0.667060256,10.61406054,Target 3-1 ,35,3.00%
1,26694,34.43273926,6.307175159,0.407531083,59,35.00800323,0.667060256,10.61406054,Target 3-1 ,35,3.00%
1,26717,34.46743774,6.183040619,-0.407670736,52,35.02000046,-0.667060256,10.38985549,Target 3-1 ,35,3.00%
1,26725,34.46350098,6.182334423,0.407624215,59,35.01600266,0.667060256,10.38985549,Target 3-1 ,35,3.00%
1,26748,34.49850845,6.076815605,-0.40781045,48,35.0320015,-0.667060256,10.1981852,Target 3-1 ,35,3.00%
1,26756,34.49456787,6.07612133,0.407763869,63,35.02799988,0.667060256,10.1981852,Target 3-1 ,35,3.00%
1,26780,34.51950836,5.956363201,-0.40781045,52,35.03199768,-0.667060256,9.985724424,Target 3-1 ,35,3.00%
1,26788,34.51950836,5.956363201,0.40781045,59,35.03199768,0.667060256,9.985724424,Target 3-1 ,35,3.00%
1,26811,34.55586624,5.838486671,-0.407996684,50,35.04800034,-0.667060256,9.773754208,Target 3-1 ,35,3.00%
1,26819,34.54403687,5.836488724,0.407857031,63,35.03600311,0.667060256,9.773756637,Target 3-1 ,35,3.00%
1,26842,34.58787537,5.719777107,-0.408136398,54,35.06000137,-0.667060256,9.562295194,Target 3-1 ,35,3.00%
1,26850,34.57603455,5.717819214,0.407996684,59,35.04799652,0.667060256,9.562297623,Target 3-1 ,35,3.00%
1,27086,34.40720749,6.432938576,-0.203440249,56,35.00400162,-0.333007543,10.8388873,Target 3-1 ,35,3.00%
1,27093,34.42613602,6.436477661,0.61132288,64,35.02799988,1.000203036,10.8388873,Target 3-1 ,35,3.00%
1,27114,34.43339157,6.313508034,-0.203463495,48,35.00800323,-0.333007543,10.62475571,Target 3-1 ,35,3.00%
1,27120,34.43266296,6.313374043,0.611043632,57,35.01200104,1.000203036,10.62475328,Target 3-1 ,35,3.00%
1,27142,34.46309662,6.194681168,-0.203509986,48,35.01600266,-0.333007467,10.4111851,Target 3-1 ,35,3.00%
1,27150,34.45449066,6.193134308,0.611043632,49,35.01200104,1.000203036,10.4111851,Target 3-1 ,35,3.00%
1,27173,34.49132919,6.08174324,-0.203556478,48,35.02400208,-0.333007467,10.2087978,Target 3-1 ,35,3.00%
1,27181,34.49847412,6.083003044,0.611462533,49,35.03600311,1.000203036,10.2087978,Target 3-1 ,35,3.00%
1,27205,34.52022552,5.962693691,-0.20360297,48,35.0320015,-0.333007467,9.996340663,Target 3-1 ,35,3.00%
1,27213,34.5194931,5.962567329,0.611462533,49,35.03600311,1.000203036,9.996340663,Target 3-1 ,35,3.00%
1,27236,34.56055069,5.845486164,-0.203719214,48,35.05200195,-0.333007467,9.784346162,Target 3-1 ,35,3.00%
1,27244,34.55192566,5.844027042,0.611671925,50,35.04800034,1.000203036,9.784346162,Target 3-1 ,35,3.00%
1,27265,34.5925827,5.72677803,-0.203788966,48,35.06400299,-0.333007543,9.572890791,Target 3-1 ,35,3.00%
1,27272,34.58395004,5.725348949,0.611881375,58,35.06000137,1.000203036,9.572890791,Target 3-1 ,35,3.00%
1,27293,34.62025833,5.607263088,-0.203835458,16,35.0719986,-0.333007543,9.361904123,Target 3-1 ,35,3.00%
1,27442,47.70488358,4.50102663,-0.557840705,4,47.92000198,-0.667060256,5.422040943,Target 4-1,48,3.00%
1,27448,47.66904449,4.497644901,0.557421684,7,47.88399887,0.667060256,5.422040943,Target 4-1,48,3.00%
1,27471,47.68369675,4.339553833,-0.557421684,4,47.88399887,-0.667060256,5.228765411,Target 4-1,48,3.00%
1,27478,47.63988113,4.335566521,0.556909442,7,47.84000015,0.667060256,5.228765411,Target 4-1,48,3.00%
1,27500,34.39487457,6.436830997,0,13,34.99200058,0,10.84958247,Target 3-1 ,35,3.00%
1,27501,47.69855499,4.173090458,-0.557421684,4,47.88400269,-0.667060256,5.025569408,Target 4-1,48,3.00%
1,27508,34.40521622,6.438766956,0.814489067,19,35.01200104,1.333481206,10.84958247,Target 3-1 ,35,3.00%
1,27509,47.61089325,4.165421486,0.556397259,7,47.79599762,0.667060408,5.025569408,Target 4-1,48,3.00%
1,27526,34.40521622,6.438766956,-0.814489067,38,35.01200104,-1.333481206,10.84958247,Target 3-1 ,35,3.00%
1,27532,34.44467545,6.32177639,0,58,35.02000046,0,10.63542173,Target 3-1 ,35,3.00%
1,27533,47.51354599,3.98981905,-0.555093467,4,47.68400192,-0.667060256,4.822596221,Target 4-1,48,3.00%
1,27540,34.462883,6.325118542,0.815326512,60,35.04799652,1.333481206,10.63542173,Target 3-1 ,35,3.00%
1,27541,47.58130646,3.995508909,0.555885017,7,47.75200272,0.667060256,4.822595006,Target 4-1,48,3.00%
1,27558,34.42748642,6.318622112,-0.814489067,51,35.01200104,-1.333481206,10.63542173,Target 3-1 ,35,3.00%
1,27564,34.46545029,6.207526207,0,45,35.02000427,0,10.43251715,Target 3-1 ,35,3.00%
1,27565,47.72585678,3.848318815,-0.557421684,4,47.88400269,-0.667060256,4.630017064,Target 4-1,48,3.00%
1,27572,34.46399307,6.207263947,0.814861238,46,35.02800369,1.333481206,10.43251715,Target 3-1 ,35,3.00%
1,27573,47.68200302,3.844782829,0.556909442,7,47.84000397,0.667060256,4.630017064,Target 4-1,48,3.00%
1,27590,34.4600563,6.206555367,-0.814768255,51,35.02400208,-1.333481206,10.43251958,Target 3-1 ,35,3.00%
1,27596,34.49872208,6.08927536,0,52,35.0320015,0,10.21947353,Target 3-1 ,35,3.00%
1,27597,47.73899841,3.681711435,-0.557421684,4,47.88400269,-0.667060256,4.427527758,Target 4-1,48,3.00%
1,27604,34.49332428,6.088322163,0.815047443,46,35.0359993,1.333481206,10.2194711,Target 3-1 ,35,3.00%
1,27605,47.69513321,3.678328514,0.556909442,7,47.84000015,0.667060256,4.427527758,Target 4-1,48,3.00%
